Provider_degree,Provider_closeness_centrality,Provider_eigenvector_centrality,Provider_pagerank,AttendingPhysician_degree,AttendingPhysician_closeness_centrality,AttendingPhysician_eigenvector_centrality,AttendingPhysician_pagerank
22.0,0.17042580628571877,0.02469686603830032,0.00012985099586987974,3.952191235059761,0.14033017453958802,0.003558804128718654,2.346420970705365e-05
20.0,0.11886183001690105,3.3501192578302395e-05,0.00012624773517722553,1.1851851851851851,0.110048853388608,0.00017038827022154742,8.872027832051328e-06
115.0,0.17057706639321193,0.028203878489102923,0.0006827680375662116,8.894179894179894,0.14094569093968856,0.00813412558577351,5.03056840116928e-05
1.0,2.0721952836835343e-05,1.6820276674198614e-19,9.694347087766672e-06,2.0,3.108292925525301e-05,3.8908149857259995e-19,1.793454167832715e-05
59.0,0.0008150634782488568,2.8480871671454934e-18,0.000367681929642911,1.0,0.0004110149163819022,4.098106147912218e-19,7.816690395591598e-06
11.0,0.07435375577298413,1.1692679243865436e-10,6.845919950465313e-05,1.25,0.07029099035452406,5.417422878820445e-10,9.137108549935224e-06
3.0,6.73930177846627e-05,2.5089624335615053e-19,1.6260338626981494e-05,2.0816326530612246,5.767375263476576e-05,4.0726708673877778e-19,1.1981467411524368e-05
51.0,0.0006458790494598029,1.8793451414741966e-18,0.0003163774175706226,1.0149253731343284,0.00036651408672285364,3.2440062515329272e-19,7.871603417914305e-06
2.0,0.11873838357598618,3.0843829074161425e-05,1.4881008650745046e-05,1.2,0.11048887893989152,0.00017330206085651036,9.765929178413806e-06
37.0,0.09137293095397359,4.34414100958579e-08,0.0002157343612037681,1.225,0.08211485631834224,1.6162102430810372e-08,8.623029441340603e-06
17.0,0.11903063809596529,3.523647058531207e-05,0.00010497963865271265,1.0719424460431655,0.1054756738603611,5.6783227616599764e-05,8.126917672840266e-06
31.0,0.17042189794491552,0.025030514429991647,0.00017988979333821267,5.323699421965318,0.14047445452149954,0.004783379072269891,3.0831074123918764e-05
1.0,1.3814635224556895e-05,-1.0802650904250101e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-3.5637851065513417e-19,1.3814444383046915e-05
46.0,0.0006354732203296172,9.392924750807128e-18,0.00028836680363638923,1.0,0.0003212282212655208,1.4605757873607549e-18,7.8459148340612e-06
13.0,0.17025920960012839,0.024408577076813626,8.035991108916988e-05,6.943548387096774,0.14053350735749112,0.006289639110515311,3.989013277749281e-05
19.0,0.00026247806926658104,4.68368776409261e-18,0.00012363538808438419,1.0,0.0001347860355693254,1.0334828931506731e-18,8.034394714555484e-06
16.0,0.11881621991344905,3.189664891232785e-05,9.912502289926599e-05,1.1006711409395973,0.10529293544761288,5.102346071604394e-05,8.301746879626388e-06
15.0,0.1187953269788137,3.227624387396604e-05,9.324336751029104e-05,1.0769230769230769,0.10388586797428016,1.8191665098513423e-05,8.192543894460415e-06
35.0,0.09224666364665532,1.2945254430015875e-07,0.000196182052082753,1.4482758620689655,0.08329179288034289,5.77646390502002e-08,9.653058442917984e-06
4.0,5.525854089822758e-05,7.994025951348722e-19,3.2117934999936454e-05,1.0,3.1576309084701474e-05,6.010588267290769e-19,9.238571728824533e-06
25.0,0.11953161953901095,0.00020886991726830453,0.00013198924164169466,1.3928571428571428,0.1108992422452215,0.0001894197087549036,8.9417648076346e-06
3.0,4.1443905673670685e-05,5.0486372250048427e-20,2.6016771460973262e-05,1.0,2.4866343404202412e-05,-1.0645650996101393e-21,9.747002023738128e-06
2.0,2.762927044911379e-05,1.2005074806433702e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-1.298455329102865e-20,1.0763862613565327e-05
2.0,2.762927044911379e-05,-2.4657203296429757e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-1.0587925198195616e-19,1.0763862613565327e-05
6.0,8.288781134734137e-05,5.866450910716949e-19,4.432026207786281e-05,1.0,4.52115334621862e-05,3.501821855698412e-19,8.730141433910932e-06
7.0,0.0003372047594746627,-5.108406433200492e-19,4.559564656891291e-05,1.25,0.00028594483717700014,-2.5283368649464944e-19,9.389783627244372e-06
5.0,7.367805453097011e-05,1.0323364639887575e-18,2.4614166386454946e-05,2.2777777777777777,5.7808545169715035e-05,6.778071107887369e-19,1.193592517556396e-05
29.0,0.17028001637153822,0.02495804835525392,0.0001753913158070476,3.382636655948553,0.14017188323132362,0.003062988070206926,2.0513781448138032e-05
1.0,1.3814635224556895e-05,9.373311714772878e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,2.1313350008142518e-20,1.3814444383046915e-05
13.0,0.1187624196860218,3.148583773773906e-05,8.350918970610306e-05,1.0217391304347827,0.10395283215147948,1.996299834954579e-05,8.034865153744414e-06
74.0,0.09197304195356402,1.0549953329974209e-07,0.0003975706814537318,1.3825503355704698,0.08248342595165888,2.2313374131156136e-08,9.006480615198132e-06
9.0,0.00012433171702101205,1.372927209040279e-18,6.262375269475231e-05,1.0,6.582267371700639e-05,1.353171496456371e-19,8.391187903968535e-06
14.0,0.11937033595050443,6.4625638251417e-05,7.200155230964992e-05,1.8478260869565217,0.10523630967654707,4.093409870689051e-05,1.1224147516428537e-05
58.0,0.09136506724475542,5.7914729439323117e-08,0.0003585741157738653,1.0112359550561798,0.08208020462680858,1.8932236619150776e-08,7.83201644118948e-06
1.0,1.3814635224556895e-05,1.1398707960808732e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.2228013522826772e-19,1.3814444383046915e-05
13.0,0.09147640850940042,8.82927845376512e-08,8.324575640212664e-05,1.0476190476190477,0.08295666054365766,1.1886787281046066e-07,8.17267659373516e-06
22.0,0.07429379306671559,1.1845274446948013e-10,0.00013399508205638828,1.2,0.06928663063122331,3.264252928619354e-10,8.769350943654491e-06
1.0,1.3814635224556895e-05,3.68119405446127e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,4.176821148509132e-20,1.3814444383046915e-05
2.0,4.512780840021919e-05,-2.204563698922414e-19,1.2997584098618977e-05,2.5,4.858256885191061e-05,-3.8432078884453935e-19,1.633725165899285e-05
38.0,0.17031513933230974,0.025294412592671643,0.0002242077308207027,9.266666666666667,0.140814791918376,0.008417968303924104,5.225044055940729e-05
5.0,0.170248808121115,0.02415798588986939,3.1133222805979736e-05,1.7131107885824868,0.13997653658665665,0.0015132092741720628,1.1585262448846943e-05
1.0,1.3814635224556895e-05,-5.874110630403506e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-3.030643243866577e-19,1.3814444383046915e-05
13.0,0.00020803215396979793,-1.5580809898977547e-18,8.336074506595394e-05,1.1746724890829694,0.00014581124289956326,1.6756638903608497e-19,9.111750780604706e-06
3.0,4.933798294484606e-05,1.2128884175036603e-18,2.3807755750200008e-05,1.8235294117647058,3.87844037053068e-05,3.5056282844357727e-19,1.4990128073300216e-05
1.0,1.3814635224556895e-05,3.720161520989359e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,1.1325861591485377e-19,1.3814444383046915e-05
2.0,2.7629270449113794e-05,-2.6909920511408105e-19,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-4.2885561703954147e-19,1.0763862613565327e-05
40.0,0.0913152951678518,1.4334602586699082e-07,0.0002394106137607363,1.12,0.08351987363912289,1.0663769265149763e-07,8.216505642495318e-06
25.0,0.11917125351974606,3.2542741174237206e-05,0.00015000620323101717,1.2241379310344827,0.10663597465308904,7.716923714728787e-05,8.77804028674303e-06
1.0,1.3814635224556895e-05,3.7700724574538133e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-2.378850270839502e-20,1.3814444383046915e-05
24.0,0.11882635246675452,3.1901806305932075e-05,0.00013950310927099286,1.198581560283688,0.10372542288741227,1.341663528737396e-05,8.475271682413116e-06
1.0,0.06260289797359875,2.863381254912872e-13,6.766889152145253e-06,5.0,0.06802918226884157,8.013552643452262e-12,2.9367126672714004e-05
6.0,8.288781134734137e-05,-8.364076753208677e-19,4.432026207786281e-05,1.0,4.52115334621862e-05,-5.755413443921379e-19,8.730141433910932e-06
93.0,0.11940166255233918,8.48328985433534e-05,0.0005591386869713516,1.032258064516129,0.104145219932971,1.7790387212502656e-05,7.786123819796555e-06
13.0,0.17029302318631803,0.024408658885440634,7.62521103516771e-05,2.815668202764977,0.14011128977070528,0.002420148186472637,1.729800917451569e-05
13.0,0.00015985506474130122,-6.6569372544591706e-18,8.394055470986433e-05,1.0714285714285714,0.00011686585963496494,-1.6558377097799327e-18,8.361328091325348e-06
27.0,0.0003419122218077832,-5.702517820824498e-18,0.0001668021715134127,1.0588235294117647,0.00020013244407286068,-1.36929616467209e-18,8.064188344282412e-06
47.0,0.11896585052993887,3.385892194447883e-05,0.0002852630376985442,1.0483870967741935,0.10391136379291231,1.5595818293114745e-05,7.912825711894175e-06
105.0,0.1706214521479521,0.027853070412939468,0.0006271772022982557,3.1210227272727273,0.14037990578837,0.002927464405477655,1.9067282078061964e-05
10.0,0.09166861191457348,2.6894503057634695e-07,6.495777308034763e-05,1.0454545454545454,0.08306827485874052,3.47367689735325e-07,8.247164052481241e-06
1.0,0.11875672604371203,3.2077310395455674e-05,7.997468860978227e-06,2.0,0.1399296489435646,0.0008977245397133103,1.4820397722932978e-05
45.0,0.11895379004930164,3.551298459743874e-05,0.0002699160972026798,1.0696202531645569,0.10353212005813478,7.198118084082254e-06,7.967088085598015e-06
70.0,0.11925284797622876,4.4196003623694e-05,0.0004200766383871255,1.0677966101694916,0.1051931618180487,5.248642704723297e-05,7.985025029155214e-06
1.0,1.3814635224556897e-05,-1.3410616311808918e-19,1.3814444383046913e-05,1.0,1.3814635224556897e-05,1.4725899509648707e-19,1.3814444383046913e-05
9.0,0.00012433171702101205,1.9475636782843715e-18,6.262375269475231e-05,1.0,6.582267371700639e-05,9.49468967327805e-19,8.391187903968535e-06
2.0,0.09129547628947125,1.9966971213131756e-07,1.4770700318498126e-05,1.3333333333333333,0.08895911609526241,1.8650489044552627e-06,1.0593715273945784e-05
1.0,0.11873711878706865,3.084387961121327e-05,8.03319946157598e-06,2.0,0.1399024277535935,0.000863205402372881,1.4753749905772004e-05
7.0,0.17025140837172018,0.024220150064100332,4.3484717647432676e-05,4.163090128755365,0.14023591109984537,0.003748579068700757,2.4841120967326106e-05
2.0,0.17024490789413005,0.024065335655581374,1.252978087105085e-05,6.153846153846154,0.1404408842938088,0.005557655634015029,3.56856792833168e-05
6.0,0.11903572245812628,3.2218864224419745e-05,3.8217286669507594e-05,2.2857142857142856,0.11919661980222236,0.000384627813844959,1.4477706020160297e-05
158.0,0.11914514140062107,4.2096283316285544e-05,0.0009657997631179278,1.008130081300813,0.10359193222302046,5.327177957726982e-06,7.761930356395282e-06
8.0,0.17037631387720487,0.02425176103508361,4.391213290323995e-05,6.164725457570715,0.1405268377978053,0.005338573047513518,3.514432267483944e-05
43.0,0.11904271416535851,6.561122802140198e-05,0.00026162771764899005,1.045045045045045,0.10436119005158222,2.58061581641117e-05,7.881968497575863e-06
10.0,0.17075213246729581,0.024314214658711128,5.584893969892169e-05,4.485523385300668,0.14061213645554346,0.003861502631844516,2.6096321676220893e-05
18.0,0.00023576977449910435,2.9197355396618994e-18,0.00011464703526605879,1.058139534883721,0.0001594694615830044,1.0978598429135976e-18,8.22704517235792e-06
52.0,0.11917443870754961,0.00015093470958193683,0.000303230455843828,1.1081081081081081,0.10545195662732337,5.805039946662507e-05,8.017387644079765e-06
30.0,0.11900458755543464,3.8923011055720365e-05,0.00018424868126371165,1.0933333333333333,0.10382942212046808,1.5358831704919654e-05,8.237964866119518e-06
24.0,0.0003320825775133869,-7.040289531820724e-19,0.00015370341658222826,1.1578947368421053,0.00017381901228266487,-3.536857801161137e-19,9.073473876285476e-06
12.0,0.11910631283302531,6.368688043419933e-05,7.147162816715633e-05,1.2828947368421053,0.10863438759353515,0.00012671218587391068,8.92051553714117e-06
1.0,1.3814635224556895e-05,3.9129459376703445e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,7.519086454270017e-20,1.3814444383046915e-05
1.0,1.3814635224556895e-05,-6.03558216664078e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,3.622870965966077e-20,1.3814444383046915e-05
47.0,0.07444711323460075,9.692205748995983e-10,0.0002908390586333682,1.03125,0.06821969062298261,4.3302532742820276e-10,7.9541298041734e-06
10.0,0.11899760032591589,3.169044826702185e-05,5.904484387935761e-05,1.1666666666666667,0.10487211035944745,3.7614673110157547e-05,8.289690890144474e-06
32.0,0.0005033154784276986,4.566853685722608e-19,0.0001943512427175002,1.105263157894737,0.000358899363039134,-3.5335882796567516e-20,8.254990018791488e-06
45.0,0.11921586164861028,3.605082290253259e-05,0.00027286258559011597,1.0594059405940595,0.10459287722091078,2.9528042318558298e-05,7.966795268912045e-06
3.0,4.9732686808404824e-05,1.0405513820303175e-19,1.971477179436199e-05,2.2666666666666666,4.3583403026396937e-05,7.012711180146012e-20,1.5117800034426847e-05
1.0,0.11887894283476247,3.664778629417505e-05,7.879285519041786e-06,2.0,0.14009936136353504,0.0010256351507297982,1.4631705250760538e-05
5.0,0.09125100862595988,4.207515420353705e-08,3.420981271665505e-05,1.2,0.08604819869594653,2.3550539602345532e-07,9.39367948925009e-06
4.0,5.525854089822758e-05,-5.744003798076403e-20,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-1.4904563763044933e-20,9.238571728824533e-06
1.0,1.8419513632742527e-05,-1.261311251609928e-19,1.0763862613565327e-05,2.0,2.762927044911379e-05,1.0490143524992869e-19,1.9915607922010087e-05
1.0,3.556533749300818e-05,2.7282854705063365e-19,8.657136676666824e-06,2.0,4.5177590869496876e-05,-9.533307692751275e-20,1.5669847182481362e-05
15.0,0.07428191112945148,1.664146655098106e-10,9.478638668759927e-05,1.1666666666666667,0.06904135451868025,3.866240212915429e-10,8.766741510173767e-06
8.0,0.00011051708179645516,2.666118050198601e-18,5.652258915578914e-05,1.0,5.894244362477609e-05,8.091522730630511e-19,8.475926286454141e-06
39.0,0.11942404876505257,0.00013089496431106,0.00022735885938698019,1.280701754385965,0.11301263843707782,0.0002257375529445442,8.856113230288987e-06
3.0,0.17054966319708698,0.02409618068249131,1.7244716324204593e-05,6.680851063829787,0.14074649568023412,0.005625900253966123,3.8160468475719535e-05
60.0,0.17032424765042947,0.026026584158675536,0.00035952822340277535,3.5878378378378377,0.14021432005245385,0.0032024166568282546,2.163196870358161e-05
19.0,0.17026701154350227,0.024599958912120686,0.0001171033136496281,8.297029702970297,0.14068103510978672,0.007530092657228841,4.722025958579219e-05
9.0,0.00012433171702101205,-2.2214882195867547e-18,6.262375269475231e-05,1.0,6.582267371700639e-05,-7.191303673439334e-19,8.391187903968535e-06
14.0,0.09132539488630458,4.378403938500046e-08,8.942300439520919e-05,1.0476190476190477,0.08283204364228006,5.88716044421399e-08,8.160380090079473e-06
26.0,0.09126109412810242,4.245701997073145e-08,0.00016174285009036725,1.0574712643678161,0.08249622854439603,4.112981142831271e-08,8.086754597356126e-06
2.0,2.762927044911379e-05,-1.3195634910450665e-18,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-2.838004911911207e-19,1.0763862613565327e-05
7.0,0.00016591106029492352,-1.902913368253802e-18,4.415268127239923e-05,1.5454545454545454,0.00013618392731006745,-6.868806261083259e-19,1.098327758128557e-05
15.0,0.11905479268531828,3.211945414286992e-05,9.152490562033498e-05,1.2,0.10632712551524935,7.168272159286364e-05,8.712846328925507e-06
6.0,0.17025010823648912,0.02418902803761472,3.731407678710181e-05,18.975609756097562,0.14179262136714973,0.017249072760562863,0.00010506750471212594
1.0,0.11881558668624365,3.1866333753448614e-05,7.646662913184349e-06,2.0,0.14001137610859737,0.00089182008866983,1.3913849750084227e-05
16.0,0.09135795362643942,9.0377691687209e-08,0.00010125710907710058,1.032258064516129,0.0825277825846061,8.315405166165982e-08,8.015254666057225e-06
10.0,0.00013814635224556896,-1.3458666089819022e-18,6.872491623371553e-05,1.0,7.270860644503629e-05,-4.112060427220908e-19,8.323397197980057e-06
5.0,0.11878583261915045,3.219943954111056e-05,3.3937655985247585e-05,1.1264367816091954,0.1078233702251916,0.00011436074347051196,8.89789268433992e-06
54.0,0.17035157845099383,0.02577908150076983,0.0003281541196090326,10.584415584415584,0.14097685940193533,0.009644761152754892,5.957238131815415e-05
18.0,0.0002060840788978419,1.413450322102078e-18,0.00011455233552886315,1.0566037735849056,0.00014652152139572351,3.5490210632664525e-19,8.212091794176107e-06
22.0,0.11908404557087388,3.208221158697361e-05,0.00012690936546208464,1.2244897959183674,0.10417066564289652,1.9140860967025727e-05,8.596379268427984e-06
4.0,0.11904207852167095,3.417631631791371e-05,2.7540953221503775e-05,1.25,0.11260407458391791,0.0002391169759664605,9.63704731836225e-06
2.0,3.453658806139224e-05,-3.152268742076868e-19,1.6344798343671137e-05,1.4705882352941178,3.3375694345042927e-05,-2.71335866938202e-19,1.2417684348366602e-05
1.0,1.3814635224556895e-05,-8.149752667284935e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-1.530948615360686e-19,1.3814444383046915e-05
12.0,0.11958611908929506,0.00017294841783993753,5.8926382129628346e-05,2.3,0.11613555189827268,0.00048318793932832383,1.3385019001246123e-05
1.0,1.3814635224556897e-05,5.073126135240002e-20,1.3814444383046913e-05,1.0,1.3814635224556897e-05,4.546866777776065e-20,1.3814444383046913e-05
2.0,0.0008411300071567313,-1.7491369679685874e-19,1.2065416708029591e-05,2.142857142857143,0.0011148420556979053,-3.7182667357295934e-18,1.382981222130064e-05
10.0,0.09130594556827448,8.30445613753332e-08,6.481098017335246e-05,1.103448275862069,0.0840181659660747,2.403226660822166e-07,8.512747368175308e-06
1.0,1.3814635224556895e-05,-5.590283666682289e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,2.5950761205963874e-19,1.3814444383046915e-05
7.0,9.670244657189827e-05,-1.9596140958612602e-18,5.0421425616825974e-05,1.0,5.2070548154099064e-05,-6.492015804757052e-19,8.584875635364189e-06
1.0,1.3814635224556895e-05,2.2693386751489137e-19,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-8.330907814585701e-20,1.3814444383046915e-05
7.0,0.09128762590578915,4.4681475096805586e-08,4.690252564015769e-05,1.3692307692307693,0.08972342614480741,4.591814195330207e-07,1.0250178752886547e-05
4.0,5.525854089822759e-05,2.383963127393181e-19,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-6.236600188969508e-20,9.238571728824533e-06
1.0,1.3814635224556895e-05,2.8242612635900156e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,-2.1942926011687585e-19,1.3814444383046915e-05
1.0,0.11891128049422627,3.482730236953459e-05,7.828552536019232e-06,2.0,0.1401442764370017,0.0009746865807544729,1.4503139713267234e-05
1.0,1.3814635224556895e-05,5.957548012935034e-20,1.3814444383046915e-05,1.0,1.3814635224556895e-05,2.712746474781373e-20,1.3814444383046915e-05
14.0,0.11903572245812628,0.0002040924511821331,7.373219240842611e-05,1.565217391304348,0.1193403400873608,0.0004092889294632199,9.867056194331112e-06
16.0,0.11888338029563435,0.0001362445456324677,9.029432671486904e-05,1.4915254237288136,0.11322347152314163,0.00025817798956828973,9.83107030961324e-06
38.0,0.17053400818061526,0.0252627908369747,0.0002170430603516742,8.54,0.14089460668069484,0.007639539713767836,4.810209997057143e-05
6.0,0.0913358710284364,1.388721040871208e-07,3.582918789366619e-05,1.8,0.08612467599862386,7.763102440291201e-07,1.1653899041502684e-05
12.0,0.11894363575157128,0.00010012295032045937,6.202837210270654e-05,2.142857142857143,0.10649872606827938,8.407568779959092e-05,1.2453481999073267e-05
2.0,0.07407902117780367,1.8395873896438737e-10,1.2303537162851225e-05,2.452054794520548,0.07406849807379724,2.3285843833467776e-09,1.563994976951165e-05
2.0,3.6839027265485054e-05,-5.608015106093099e-19,1.178072320339252e-05,3.0,4.420683271858207e-05,-1.2990242150266082e-18,1.6865026152528506e-05
31.0,0.11927836916268973,3.3670925854183394e-05,0.00019049609212088065,1.065217391304348,0.10514571856208059,4.055199800210375e-05,8.085958059107758e-06
35.0,0.00048351223285949136,-6.677846379288132e-18,0.00022125400470779486,1.0,0.00024525982826206083,-1.4267717442091263e-18,7.887599802339826e-06
31.0,0.17063059325914426,0.024992083933968238,0.0001822310433457623,4.043824701195219,0.14049362146682792,0.0035694898010882443,2.392636643943698e-05
7.0,0.17031253713462857,0.024220191109522206,4.108346541288316e-05,16.57894736842105,0.1415778377023787,0.015008110410329624,9.180067165201941e-05
7.0,0.17025140837172018,0.024220150064100335,4.3484717647432676e-05,57.69230769230769,0.14586461801566164,0.0525403415304853,0.0003147438169993635
130.0,0.1710180301122269,0.02877551183576853,0.000758941295424932,4.182572614107884,0.14074244404353967,0.003815505156250635,2.464461251196497e-05
8.0,0.07437756945459766,1.688294332762192e-10,5.150267454352643e-05,1.3483870967741935,0.07041669927682462,8.20674297417478e-10,9.768810151508325e-06
6.0,0.09143401437683281,7.991793257318081e-07,3.4746558029394085e-05,1.8,0.09050870405776375,4.4674998010280804e-06,1.1075132869570686e-05
9.0,0.11878583261915045,6.25662568262446e-05,5.464221340098939e-05,1.3333333333333333,0.11543505606543314,0.0002907149781739591,9.193689412610355e-06
4.0,5.5258540898227574e-05,-1.2374850227061486e-18,3.2117934999936454e-05,1.0,3.1576309084701474e-05,-3.815765111240862e-19,9.238571728824533e-06
2.0,0.07426112688187018,1.9581939883777238e-10,1.4355811311950597e-05,1.8421052631578947,0.07381237362286708,2.3085810885973875e-09,1.3484286414767134e-05
5.0,0.170248808121115,0.02415798588986938,3.1133222805979736e-05,2.96271637816245,0.14010793815214156,0.0026522257491600394,1.835283522515784e-05
38.0,0.0005249561385331621,7.634242317190194e-18,0.0002395574953246844,1.0,0.0002659777768568021,1.5539704214968966e-18,7.873837779319609e-06
2.0,5.086297514495948e-05,-2.372639725575984e-19,1.557836105967028e-05,1.5,5.3618052965311445e-05,-3.8023853372742044e-19,1.2098405377711076e-05
132.0,0.1704635961575105,0.03395172286917201,0.0007343712591580527,3.5476923076923077,0.14044075511477563,0.004386699482847271,2.1032263510811493e-05
2.0,2.762927044911379e-05,4.4414228131756433e-20,1.9915607922010087e-05,1.0,1.8419513632742527e-05,-5.2024498711904e-20,1.0763862613565327e-05
20.0,0.09185064919582571,9.662217217542791e-08,0.00011862719766110964,1.1470588235294117,0.08413368948296497,1.1951863406386713e-07,8.286512574633901e-06
62.0,0.11896331127815465,0.00029494175879093444,0.0003592423156082838,1.1383647798742138,0.10815965501548375,0.0001353686396471647,8.133980193912742e-06
18.0,0.1188732380146632,6.476043860895277e-05,0.00010452000008102883,1.3902439024390243,0.10772439753725895,0.00011024499684953587,9.553746705801439e-06
5.0,0.062363858028499204,6.928757183041003e-14,3.451275261360742e-05,1.2727272727272727,0.06049312207871658,5.279499431176246e-13,9.832023951077107e-06
